mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_max_iter,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0.05314512252807617,0.021011743367834047,0.011011052131652831,0.006450558469450868,0.01,,1000,l2,lbfgs,"{'C': 0.01, 'class_weight': None, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'lbfgs'}",0.4067904289112009,0.4102740511409242,0.397646756252813,0.4076114018632631,0.40568946451162013,0.3904203696713905,0.41134283464706245,0.4078656531349399,0.39540200373359863,0.41911513065450534,0.40521580945213176,0.008026755720893243,42,0.40778831734723836,0.407659291911965,0.4058500813977024,0.4092156187617353,0.40927243815948594,0.40837058952412414,0.4078705849555977,0.40712454759343203,0.4105299506328197,0.40609061095870463,0.4079772031242805,0.0013726467459695753
0.45778989791870117,0.12160162375331825,0.009645438194274903,0.0052815241228001105,0.01,,1000,l2,saga,"{'C': 0.01, 'class_weight': None, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'saga'}",0.4067904289112009,0.40911504145824795,0.397646756252813,0.4076114018632631,0.40568946451162013,0.3904203696713905,0.41134283464706245,0.4078656531349399,0.3965821467766993,0.41911513065450534,0.40521792278817426,0.007823909375333773,41,0.407659291911965,0.407659291911965,0.4058500813977024,0.4092156187617353,0.40927243815948594,0.4081126747210815,0.40789885843271484,0.40712454759343203,0.4102729819286695,0.405859906785893,0.40789256916046446,0.0013554156531658539
0.05542492866516113,0.01763846540525269,0.00920884609222412,0.006910085321126688,0.01,,1000,l2,liblinear,"{'C': 0.01, 'class_weight': None, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",0.4067904289112009,0.4114308730965077,0.40353646321654835,0.4076114018632631,0.40915991616955893,0.3972693464839263,0.41480039429681853,0.40902690627936045,0.39776003315515523,0.42025370020469216,0.40776394636770313,0.006719771034568877,40,0.4105914690032081,0.4096350474299667,0.4105343435310723,0.41246677557979267,0.41181318051631444,0.41395961017910826,0.4100304333776061,0.4099304289978869,0.41270984508061687,0.4086721932025975,0.41103433268981704,0.0015567056086610936
0.11175236701965333,0.04321613909089853,0.01087949275970459,0.0029690223046278884,0.01,balanced,1000,l2,lbfgs,"{'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1000, 'penalty': 'l2', 'solver': 'lbfgs'}",0.7509393272993392,0.7566843472613121,0.7444413317733358,0.7381348201951611,0.7516278185037238,0.7215961779448621,0.7362177960557892,0.7290538194263947,0.7424839256443633,0.7426112854060339,0.7413790649510315,0.010115542055809456,32,0.7674340182902574,0.7712998580067163,0.767391375221258,0.7713464228878519,0.7671822871939997,0.768184652425032,0.7703138994878591,0.7694940596482687,0.7679516772072801,0.7697454079421251,0.7690343658310649,0.0015302653855309742
1.0222757577896118,0.19924024794662393,0.014883160591125488,0.006734329146867663,0.01,balanced,1000,l2,saga,"{'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1000, 'penalty': 'l2', 'solver': 'saga'}",0.7503716354427092,0.7566843472613121,0.7432854412020615,0.7381348201951611,0.7516278185037238,0.7219439661714484,0.7362177960557892,0.728587603391047,0.7420136628117281,0.7425080352684401,0.7411375126303421,0.010016942635771072,33,0.7673538100568205,0.7710502825115135,0.7674866564917799,0.7718122504106664,0.7671521640521415,0.7678424918801796,0.7702709605055087,0.7695233670366858,0.7681071680887885,0.7698938523239744,0.769049300335806,0.0015914758125449289
0.08635008335113525,0.0250418350266311,0.012123632431030273,0.006288935074829051,0.01,balanced,1000,l2,liblinear,"{'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",0.7534898477157361,0.7574463007718277,0.7461723050863407,0.7398547250823294,0.7528775062656641,0.7230934597757233,0.7382795530492898,0.7298344450910115,0.7416344709456052,0.7422453347100899,0.7424927948493618,0.010139035125754765,31,0.767718201976926,0.7716496920375187,0.7691845986006338,0.7729710992377928,0.7677270963168541,0.769837125216077,0.7713615941453716,0.770426712327748,0.7688592830741927,0.7703112457807668,0.7700046648713881,0.0016139060990570295
0.15636880397796632,0.03302577587623017,0.012077856063842773,0.0037590804326930916,0.05,,1000,l2,lbfgs,"{'C': 0.05, 'class_weight': None, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'lbfgs'}",0.6461432189188681,0.6435697691116209,0.6478412834489462,0.6452096054969232,0.6375319415478571,0.6330531135406492,0.6460645907376921,0.661444970323194,0.6378335347083359,0.6594855555539252,0.6458177583388013,0.008579288950458383,38,0.6622287864488152,0.6612752902374925,0.6608368665177745,0.6646307369101487,0.6624789320568483,0.6624183608539818,0.6614509916430332,0.6610127636575179,0.663393345883329,0.6591643846368213,0.6618890458845763,0.0014279590414040756
0.5186571836471557,0.14894562216283197,0.00798799991607666,0.0034465426284661406,0.05,,1000,l2,saga,"{'C': 0.05, 'class_weight': None, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'saga'}",0.6461432189188681,0.6435697691116209,0.6478412834489462,0.6452096054969232,0.6382925237886459,0.6322923771361448,0.6453159530371484,0.6607159041268627,0.6378335347083359,0.65861836512864,0.6455832534902136,0.008357325936144447,39,0.6624250617485957,0.6613087691892681,0.6612939460795015,0.6643057029750775,0.6618743100294426,0.662207010019305,0.6615660664453276,0.6609310469191216,0.6631643026228268,0.6591162104525472,0.6618192426481013,0.0013117917729732718
0.07470231056213379,0.02451972311303219,0.009781432151794434,0.0028566987221914485,0.05,,1000,l2,liblinear,"{'C': 0.05, 'class_weight': None, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",0.6461432189188681,0.6450720656360704,0.6478412834489462,0.6455290726652059,0.6390521849406801,0.6338129309161804,0.6460645907376921,0.6617382041700136,0.6393355923428988,0.6593556487710175,0.6463944792547573,0.008186679700829312,37,0.6626874535176004,0.6627635111985141,0.6618842000401943,0.6649071413954196,0.6628231045662126,0.6626475721152578,0.6620741258317546,0.6615695219430675,0.6640444249200474,0.6599350347351074,0.6625336090263175,0.0012807985028813918
0.10374917984008789,0.03673477120038769,0.01209869384765625,0.0073161670050587,0.05,balanced,1000,l2,lbfgs,"{'C': 0.05, 'class_weight': 'balanced', 'max_iter': 1000, 'penalty': 'l2', 'solver': 'lbfgs'}",0.7680345555600088,0.7728653543027741,0.7595238485168228,0.7596212913615912,0.7701038399660303,0.7441561921066657,0.7576489689935353,0.7475545414993126,0.7608557537368341,0.7576489689935353,0.7598013315037109,0.008659313766653366,30,0.7896152527391751,0.7948889160146253,0.7934014423138619,0.7946491992540741,0.7895842198967428,0.7943958782043161,0.7940125687057662,0.7918412009217763,0.7919314210413375,0.7927415596507097,0.7927061658742385,0.0018502686203377583
