mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_loss,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0.09452488422393798,0.034114517927259544,0.016246604919433593,0.005159157450141148,0.01,,hinge,5000,"{'C': 0.01, 'class_weight': None, 'loss': 'hinge', 'max_iter': 5000}",0.36087093376637763,0.36107744994731295,0.36107744994731295,0.3609876076749819,0.3620340018889938,0.3603671909381922,0.3609876076749819,0.3609876076749819,0.36182587465327043,0.3622420031540722,0.36124577273204783,0.0005585088562505902,28,0.3610092387788573,0.3611256141295068,0.36168272287615866,0.361414227704332,0.3610192354309885,0.3619011402260977,0.3616927187223617,0.3609962577475896,0.3614602796634647,0.3609962577475896,0.3613297693026946,0.0003271467202874556
0.13041892051696777,0.019860370986676448,0.0213273286819458,0.007998792263180707,0.01,,squared_hinge,5000,"{'C': 0.01, 'class_weight': None, 'loss': 'squared_hinge', 'max_iter': 5000}",0.6901684809005375,0.6970524703057515,0.6954046526867628,0.6773290929841884,0.6875232710867455,0.6795402889612243,0.6908500445708609,0.6911477238634107,0.6999213220595386,0.7012774052247737,0.6910214752643793,0.007564957688673526,26,0.7136014344145536,0.71238760299164,0.7139810572482199,0.7172815051070571,0.7174976466290127,0.7160463653318188,0.7144483168029193,0.7170765361095536,0.7148563036116502,0.7145394185300065,0.7151716186776432,0.0016404829655822302
0.06256589889526368,0.009167578151690566,0.015942978858947753,0.004504641997367091,0.01,balanced,hinge,5000,"{'C': 0.01, 'class_weight': 'balanced', 'loss': 'hinge', 'max_iter': 5000}",0.7122946009389671,0.7122446592858256,0.7066279365198082,0.6962870808939285,0.713531044375838,0.6865596431325036,0.7027333588202208,0.6977922688542473,0.7062975190360538,0.7120445816466738,0.7046412693504066,0.008391655183421276,24,0.7174120480700605,0.7206613298911316,0.717526001144701,0.721750948130718,0.7276466004175175,0.7148541141323923,0.7166114225068501,0.7295383372297912,0.7181719354956009,0.7287890243032129,0.7212961761321977,0.005172256358021304
0.08874747753143311,0.03649410122362553,0.009845256805419922,0.005104073749566354,0.01,balanced,squared_hinge,5000,"{'C': 0.01, 'class_weight': 'balanced', 'loss': 'squared_hinge', 'max_iter': 5000}",0.777091377091377,0.78043359936081,0.7681654303592889,0.7730522392068865,0.7842532536928297,0.7548189073050952,0.7669621185403398,0.7588627230000433,0.7667060877226569,0.7693192680621851,0.7699665004341513,0.00866036919218642,21,0.8045449859895357,0.8083748731974225,0.80658723538017,0.8066776417822719,0.8048276639120053,0.8068382649909469,0.8084505497628436,0.8065899079955205,0.8076731508713044,0.8077005530959542,0.8068264826977976,0.001259045515683234
0.11516258716583253,0.03163705223045513,0.013730692863464355,0.005067778300888562,0.05,,hinge,5000,"{'C': 0.05, 'class_weight': None, 'loss': 'hinge', 'max_iter': 5000}",0.5920245474465523,0.5957526942152324,0.5986620964175144,0.6010771190964559,0.5998094395062639,0.5953250000614065,0.595348095784777,0.6112358331944617,0.5871372385664735,0.6055312283085467,0.5981903292597683,0.006462737469147075,27,0.6165238087417433,0.6142785735636711,0.6175395055698636,0.6174565197592811,0.6169698296002234,0.6181203640071533,0.6127593634684679,0.6164387439665489,0.6184819068411628,0.6173111541127662,0.6165879769630882,0.001681718280236925
0.10389013290405273,0.016248161585799108,0.010710763931274413,0.0035123081824750503,0.05,,squared_hinge,5000,"{'C': 0.05, 'class_weight': None, 'loss': 'squared_hinge', 'max_iter': 5000}",0.7949362025857554,0.7886551134226201,0.7931991841456361,0.7886302776278327,0.8018683211309939,0.7779924833874372,0.7886942291306502,0.7808032962672138,0.7904836869531475,0.7875803088967366,0.7892843103548024,0.006407607780215798,20,0.8438868628339466,0.8461441088873942,0.8433889121328775,0.8451574631066756,0.8437060484742654,0.8450520682337388,0.8453785066549021,0.8461905045358682,0.8462661117211061,0.8448157042255745,0.8449986290806348,0.001002149353163227
0.07184183597564697,0.013582483352338347,0.013733148574829102,0.004799927612537891,0.05,balanced,hinge,5000,"{'C': 0.05, 'class_weight': 'balanced', 'loss': 'hinge', 'max_iter': 5000}",0.735428888305169,0.7394359865375503,0.7215361509700543,0.7171859425427298,0.7290040163279601,0.7094103455732059,0.7303765484870934,0.714372195702928,0.717281609638776,0.7319430377429865,0.7245974721828452,0.009472608768375777,23,0.748817954728719,0.7514653026181795,0.7480421298095277,0.7535173629145296,0.751026266356797,0.7496074360767241,0.7546643630434158,0.7583102804416093,0.7500193574062157,0.7511735773238783,0.7516644030719596,0.002923167727212882
0.1105870246887207,0.02858451753413836,0.010152769088745118,0.003585881732583866,0.05,balanced,squared_hinge,5000,"{'C': 0.05, 'class_weight': 'balanced', 'loss': 'squared_hinge', 'max_iter': 5000}",0.8214325864492484,0.8116152898927811,0.8127812536342032,0.8045325590803625,0.8236576496559891,0.7962930274063448,0.8065553434060252,0.8077467457318135,0.8023231990718254,0.8101773449028498,0.8097114999231444,0.007876732715810257,19,0.866095383521451,0.8679047724842986,0.86682096024043,0.8688847207291167,0.8662534044207051,0.8673554183898461,0.8670310308152844,0.8702860536804083,0.8668743560652374,0.8675951547564603,0.8675101255103238,0.0012029848625984517
0.3855754852294922,0.20899507853399177,0.023660945892333984,0.01389791659987276,0.1,,hinge,5000,"{'C': 0.1, 'class_weight': None, 'loss': 'hinge', 'max_iter': 5000}",0.6999692572256164,0.7015384449041875,0.7003516251342983,0.6875232710867455,0.6928862936286053,0.6898041231226086,0.7053413338579579,0.7080409356725146,0.7024059608220166,0.713937669290768,0.7001798914745319,0.007782230035601245,25,0.7251327744901797,0.7230816721489199,0.726615168004564,0.7275380807892197,0.7288888947498063,0.728507917875804,0.7249572354728677,0.7287195757599325,0.7275195095194006,0.7265265267282283,0.7267487355538923,0.001791975086825613
0.29951694011688235,0.06041529761760487,0.023552441596984865,0.008433996367790918,0.1,,squared_hinge,5000,"{'C': 0.1, 'class_weight': None, 'loss': 'squared_hinge', 'max_iter': 5000}",0.8237674073409109,0.815597600369174,0.8172022773255541,0.8113473333917887,0.8265039338044712,0.8048504288243545,0.8156917250162297,0.8113473333917887,0.8157426405274549,0.8141577426518836,0.815620842264361,0.00584805747705476,18,0.8833844051663633,0.8836186816149343,0.8810557256531559,0.8846508615733856,0.8833831052436004,0.8854190897713555,0.8834382076403592,0.8849280418736972,0.8834933116147903,0.8856613699832188,0.883903280013486,0.0012693035887620786
0.18440062999725343,0.1246176733795112,0.01446363925933838,0.00644294784447379,0.1,balanced,hinge,5000,"{'C': 0.1, 'class_weight': 'balanced', 'loss': 'hinge', 'max_iter': 5000}",0.7760795528710944,0.7809060163632964,0.7666462808653773,0.7659045378691389,0.7769327816374966,0.7530534205920402,0.7629089453350478,0.756322789662369,0.7587267268024449,0.7642084563479794,0.7661689508346285,0.008777134163597178,22,0.8056791375369057,0.8077435803766142,0.8069778737089071,0.8081271631347988,0.805953453650019,0.808192521052079,0.8084975055750216,0.8110061078135893,0.8061864752660335,0.8064088431753057,0.8074772661289273,0.0015202244412481
0.1275784969329834,0.027530958423412636,0.00888516902923584,0.0029546410485143788,0.1,balanced,squared_hinge,5000,"{'C': 0.1, 'class_weight': 'balanced', 'loss': 'squared_hinge', 'max_iter': 5000}",0.8355155307070605,0.8292891319207109,0.8301049998104697,0.8152241702245996,0.8454461118970007,0.810956567827319,0.8222274499622757,0.8241087248184676,0.8233412079932911,0.8195258311715786,0.8255739726332774,0.009506668517662903,16,0.8923233716192716,0.8940605521339712,0.8939307911289847,0.895451262116888,0.8918244537429789,0.896729262115678,0.8954836466336223,0.8951597099745248,0.8942950146092703,0.8941331327946176,0.8943391196869808,0.0014003015746054642
1.6539273023605348,0.4554939570805765,0.004948711395263672,0.0010692429400890545,0.5,,hinge,5000,"{'C': 0.5, 'class_weight': None, 'loss': 'hinge', 'max_iter': 5000}",0.8335693461057893,0.8164821253117678,0.8198680995197615,0.8151092298684651,0.8206185664487743,0.8129621490388137,0.8167359645345513,0.8161749630751594,0.8154080935740244,0.8231068634912249,0.8190035400968332,0.005625365000320904,17,0.8864117749425996,0.8885862128920172,0.8888128894560052,0.8894658175531123,0.8864743700322038,0.8909518170877321,0.8873129364695711,0.8880746714113528,0.8880525557430365,0.8885999142166214,0.8882742959804251,0.0012963099209548066
0.09178214073181153,0.0067904088724876745,0.004502654075622559,0.0007997102657112026,0.5,,squared_hinge,5000,"{'C': 0.5, 'class_weight': None, 'loss': 'squared_hinge', 'max_iter': 5000}",0.8676962676962676,0.8577921274137646,0.8623345718484452,0.8457902355952481,0.8646511657872527,0.8472562556125585,0.844447940739518,0.8538190943375996,0.8465293208230469,0.8445534607134129,0.8534870440567115,0.0085524861673905,12,0.9371148185987319,0.9377726212481512,0.9378950220254081,0.9366212584545943,0.9386902763069797,0.9397824123392895,0.9360628602542591,0.9386344041695243,0.9391952907208787,0.9382433420025982,0.9380012306120415,0.0010974320069952104
1.6605393648147584,0.8176026984273926,0.006931138038635254,0.001868841126915348,0.5,balanced,hinge,5000,"{'C': 0.5, 'class_weight': 'balanced', 'loss': 'hinge', 'max_iter': 5000}",0.843362369337979,0.8342711352106491,0.8302748373357478,0.8247476963580518,0.8424734494049064,0.8148240047570794,0.8248584867930866,0.82362751682677,0.8237258170365244,0.834689906737996,0.8296855219798791,0.008589358787239605,15,0.8956146609444959,0.8969040842186116,0.8946679507692606,0.9008178943614265,0.896121687771994,0.8983779593174994,0.8981828477582882,0.8988708291045816,0.897591690938855,0.8971905855728428,0.8974340190757853,0.00167377313755643
0.11763119697570801,0.009120031791955563,0.0049991607666015625,0.0006007336758511588,0.5,balanced,squared_hinge,5000,"{'C': 0.5, 'class_weight': 'balanced', 'loss': 'squared_hinge', 'max_iter': 5000}",0.8672630138358404,0.8646909834622314,0.8617062658433954,0.844759503840073,0.8620661603541323,0.8368873832758519,0.8477179676144855,0.8586700391540678,0.849731239776258,0.8478430911780861,0.854133564833442,0.009539953883385882,11,0.9391630787920782,0.9386504829796916,0.9393558567226139,0.9387570709622377,0.9393700806860663,0.941664840668887,0.9377239783465341,0.939624288357465,0.9384653481106922,0.9400701325303278,0.9392845158156595,0.0010105568694569007
