texte,vrai_label,label_predit,est_correct,probabilite_positive
القبايل رجال هدو اقليه لي ستفادو ربراب راهم يديرو مسيره الصحافه راهي ضخم الامر,0,1,False,0.6639612317085266
انا شاويه بصح جامي لا شديتو هذ العلم بصح مكلاه الفتن كيما نتا متشتيش يسبولك يماك معندكش الحق دنس علم يمثل رمز اعتزازلانسان اوخر ماش جاست كامل,0,1,False,0.627470076084137
دير القايد تبون تخافيش,0,1,False,0.6403167843818665
مول لباج عطيوه غير كيلو مخلط تاع الديسير غايسكت,0,1,False,0.580413818359375
بركاكم الكذب الناس,0,1,False,0.9905691146850586
كفاه راهم يديرو هاذو باه يربحو,0,1,False,0.965772807598114
مصطلح قهوي هو مصطلح عنصري معناه اللون البني وهو اشاره الى العرب باعتبارهم بشرتهم سمراء كل شخص يستعمله بقصد,0,1,False,0.5894410014152527
بركاو التخلاط وشي هاذ المصطلحات الغريبه قهوي روجي وردي موفي سميو الاشخاص باسماءها وحطو الامور نصابها حبسونا هاذ لهبال,0,1,False,0.7917571067810059
نتوما اعراب اشد كفرا نفقا ربنا رب السماوات الارض نعبد الحي القيوم انتم تجهلون وتضعون الصور اشركتم بربكم انتم تعلمون لنا اله,0,1,False,0.8760941028594971
حياك0اله ياحور,0,1,False,0.9712942242622375
تشفاو نهار لي تصورو زعما قريب ربغين واحد قع لابسين تريكو واحد يامات العيد,0,1,False,0.5901774764060974
ولكن اذا اصبح كل ناس اغنياء لا تجد من يحلق شعر راسك او يبيع لك سجائر او يعصر لك القهوه الى اخره لانهم كلهم اغنياء لا احد يريد العمل لذالك خمم فيها مليح قبل ما تهدر,0,1,False,0.7952449321746826
bayen dhork rak hawass kifach tlazag zelzla nidham 😂,0,1,False,0.6713429689407349
ادعوا اله يهدي هاءلاء الفاسدين يستعملوا اموال الشعب لبناء مباني وسكنات تليق لعيش الكريم وادعوا ياتوا بمهندسين معمارين متفوقين الاعمار حتي ينوا ويصموا بناءات سليمه وامنه واله شيء شر منا الشسطان وكل شيء خير اله,0,1,False,0.6237669587135315
انا مسكينه ادا تعطيوني وحده كادوا,0,1,False,0.7128226161003113
اغسل فمك بش تهدر ربراب,0,1,False,0.9868386387825012
نتا منين يرحم باباك,0,1,False,0.9874225854873657
عيبهم انهم سرقو صفر دينار لو كانو سرقو الملايير كانو سيكرمون لك الله يا جزاير,0,1,False,0.8926100134849548
زيدلها المازدا,0,1,False,0.9876633286476135
ça va chwia mn frr 😆,0,1,False,0.7644637823104858
كل واحد عند مخ يفكر بيه كل واحد مسؤول على نفسه اللي حاب يموت في سبيل المالي اانيجر يموت كما قال رويشد,0,1,False,0.6306198835372925
ادري اصاب اخطا البغل تع سلال داءما يعميها بعيدا السياسه اقول مرحبا لسورين بلدكم الثاني انصر اخاك المسلم يا عبد اله سمعتم العيوب عليهم فقدرو الاوضاع وتركو امرهم له فانتم واله تعلمون شيءا معاناتهم الهم انصر الاسلام والمسلمين رءي ولكلن راي وله اتكلم غيرتا حالنا يا عرب,0,1,False,0.8408098816871643
نلبس لاكوست لاريني مانيش كعبه,0,1,False,0.9144206643104553
هدرتو غير على الحوايج لي قاعدين يغالاو نسيتو ما هدرتوش على لي ديما يرخس 😁,0,1,False,0.8227105140686035
راك حاسدهم خلي يدي حقو لي راه ماديها حداد واويحي وجماعتو متجيش غرام,0,1,False,0.6669966578483582
sidi rayak nahtarmoh aya 9oli wach tsupporté nta,0,1,False,0.925605297088623
استقلال مختطف فيق يا شعب,0,1,False,0.5878312587738037
تاع سطيف كلاهم قلبهم كي ربحاناهم ولاو يجبدو البطولات السابقه تبا خسرت خسرت مكش تموت اسبي,0,1,False,0.8064106106758118
ماشافوش شكيب خليل ماشافوش عمار سعيداني ماشافوش السعيد بوتفليقه ماشافوش بهاء طليبه ماشافوش ابن القايد صالح شافو غير القبايل حداد اويحيى ربراب راكم فاهمين 😉قيوو فقو تمثيلا ترحلو يعني ترحلو,0,1,False,0.6036261916160583
