texte,vrai_label,label_predit,est_correct,probabilite_haine,probabilite_non_haine
خارينا,1,0,False,0.27810868932046007,0.7218913106795399
المهيم اكرمو متشبهي النساء يموتو ميكرموش النساء,1,0,False,0.22237985809605243,0.7776201419039476
matahachmouch shab rachad zenzla ou mazalkoum dirou el politique haya allah el bghoula,1,0,False,0.32916736841601346,0.6708326315839865
ربي يجيب الخير لبلاد يارب واسترنا يارب يارب واحمي شبابنا وامهاتنا وشيوخنا يارب متنساوش خاوتي سينياليو فيديو يزرع الفتنه الجزاءرين,1,0,False,0.3925874280128027,0.6074125719871972
الكعباخطرمنذالكورونا,1,0,False,0.27810868932046007,0.7218913106795399
ماعندو مادخلك اقعد في قشورك وتلها فرواحكم,1,0,False,0.40816700203526407,0.5918329979647359
khanza faiha tfo,1,0,False,0.27810868932046007,0.7218913106795399
كس امو لي ميحب فري فاير 😑,1,0,False,0.13905723696080594,0.860942763039194
😅😆,1,0,False,0.27810868932046007,0.7218913106795399
لخماج خامجين كواvا,1,0,False,0.27810868932046007,0.7218913106795399
حياتي كامل كرهت زوج عباد برك اكتشف الجزاءر وجدي الكبير استوطن,1,0,False,0.4159983197778225,0.5840016802221775
مهم حاول خير فخونشي صح,1,0,False,0.3642823344462054,0.6357176655537946
هذا وزير هذا تقول قردقود,1,0,False,0.27814284221525537,0.7218571577847446
هواتف رديءه باسعار باهضه,1,0,False,0.27810868932046007,0.7218913106795399
hasbiya allah wa ni3ma el wakil fik,1,0,False,0.3046219869633218,0.6953780130366782
كلب نباح,1,0,False,0.4991875251609175,0.5008124748390825
الكل مع محاربه الفساد والفاسدين المشكوك فيهم ولست متضامن مع ربراب ولا غيره فالمحكمه هي الفاصل,1,0,False,0.11229030082535849,0.8877096991746415
استغفر الله واتوب اليه هذا حاب يدير الفتنه برك,1,0,False,0.12716349321084938,0.8728365067891506
كلاو مسحو المرميطه من بعد حصلوها فالكاسكيطه واعرين اصحاب الفرشيطه ولا نزيد نرسملك,1,0,False,0.4923988915198163,0.5076011084801837
